domain,split,label,source_file,source_url,destination,width,height,bytes,sha256
attacker,val,beagle,beagle_105.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_105.jpg,attacker/val/beagle/beagle_105.jpg,500,395,109219,d239afb11191fb9f958c053f042d9fa034e912a61bba8e719fa1110d09a54f2c
attacker,val,beagle,beagle_129.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_129.jpg,attacker/val/beagle/beagle_129.jpg,332,500,98333,6f9f1b13bef6f7e81d8f36b7ed164e2b9a7cfbebb1eb2a556d27f8d85f7e3e5d
attacker,val,beagle,beagle_133.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_133.jpg,attacker/val/beagle/beagle_133.jpg,500,375,124941,a0b903c9dd9f8c82f6a9f008c2605306a217a92193521148269cfd38d38bd7a6
attacker,val,beagle,beagle_179.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_179.jpg,attacker/val/beagle/beagle_179.jpg,494,500,175775,b2b1431fe09a659f04725eb9c0c3b1183979c261bb5a92a600b5325a2ebb74c0
attacker,val,beagle,beagle_27.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_27.jpg,attacker/val/beagle/beagle_27.jpg,334,500,92139,77bebed5dcf5500b149c764513d62a6daed9ac56951c4386826f8dc1d976f21b
attacker,val,beagle,beagle_34.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_34.jpg,attacker/val/beagle/beagle_34.jpg,500,396,139788,f9ad8d1b9e85995c37cac17d36790c8078c746def6283a0b88f3c0d481d69147
attacker,val,beagle,beagle_53.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_53.jpg,attacker/val/beagle/beagle_53.jpg,500,280,200783,65d8a15831bcb190148bfddcb53902ee25ba0e4fedb799590035e14faa4b9ccd
attacker,val,beagle,beagle_54.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_54.jpg,attacker/val/beagle/beagle_54.jpg,500,333,115126,8a9239d218e9d5ba047f5eefdd5e1b0e08a622368b1160ba2e8a55861a887bc6
attacker,val,beagle,beagle_72.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_72.jpg,attacker/val/beagle/beagle_72.jpg,500,333,71230,b7d852f9531a358acee057c95e8f628aa56422ef07127daacd58fc588ea872bf
attacker,val,beagle,beagle_89.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_89.jpg,attacker/val/beagle/beagle_89.jpg,500,333,117457,e12a759c240d71d7194f4573f34288cc4430568a8b33a28dcae8d8716947d4e4
attacker,val,bengal,Bengal_103.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_103.jpg,attacker/val/bengal/Bengal_103.jpg,500,371,93601,f356186372fa41c460c027b0cd10ecd72b39a74aec7ebd40204141ac519ab924
attacker,val,bengal,Bengal_116.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_116.jpg,attacker/val/bengal/Bengal_116.jpg,500,230,103216,e3accdaaff6f5144d18054c7ce0672cd1782cb87611e68b1a54fdac1c69aa3d7
attacker,val,bengal,Bengal_132.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_132.jpg,attacker/val/bengal/Bengal_132.jpg,300,300,19339,66c659d70bf7181991bae52890dc9daa486102222d3b4b21a1b020b81e6d2a3a
attacker,val,bengal,Bengal_135.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_135.jpg,attacker/val/bengal/Bengal_135.jpg,300,145,7628,2658624b0ba73a2e80faae57a99c9d9aec5b422e572fd1615325507e0f8df9b7
attacker,val,bengal,Bengal_156.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_156.jpg,attacker/val/bengal/Bengal_156.jpg,300,263,11109,cd5c70c6b82330ebe799fc5ba2097f4cc266439a91ccfbe491b175c138e64616
attacker,val,bengal,Bengal_167.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_167.jpg,attacker/val/bengal/Bengal_167.jpg,300,225,13511,73bbedfd636935bec6769c2c5397c2f449e21f1a966c30ac48db7ac2043be91a
attacker,val,bengal,Bengal_26.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_26.jpg,attacker/val/bengal/Bengal_26.jpg,500,333,77470,83c9f6eb4058d04833538c233e53e3c6d6eecd40d0600e8d1f2569746546854a
attacker,val,bengal,Bengal_49.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_49.jpg,attacker/val/bengal/Bengal_49.jpg,500,333,153344,6d3f5c07e9c6bfd3e6febab6fbd2ebdddb590952fa9de37007273ca59f06a94b
attacker,val,bengal,Bengal_5.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_5.jpg,attacker/val/bengal/Bengal_5.jpg,500,327,77550,46d9cea6179e1ac3f29e774a1b2de76aadb7ee0a0e41239172e4e9f20d706110
attacker,val,bengal,Bengal_90.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_90.jpg,attacker/val/bengal/Bengal_90.jpg,500,333,86274,f34aee4f35e09f751d0c7964f357eb77014b3d03aaf80866c06b7bf8f220b40e
attacker,val,pug,pug_100.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_100.jpg,attacker/val/pug/pug_100.jpg,333,500,74826,6648ef7d6965ed53e2276bf171a677880efd56ad3b54facd626a6d0aaed077e7
attacker,val,pug,pug_125.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_125.jpg,attacker/val/pug/pug_125.jpg,300,195,8908,4a04865f219fe662bc9f8b6f88ee785aad26be14fa8e638e2847faa973c81870
attacker,val,pug,pug_135.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_135.jpg,attacker/val/pug/pug_135.jpg,208,300,11828,3e8526ed5c42e9eb56b8e21da85f0c95fb335b56ed8416ca7a5763423bb76c84
attacker,val,pug,pug_146.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_146.jpg,attacker/val/pug/pug_146.jpg,300,224,11208,577e50984f10f2d07fcaea4ffb8695576014646146796f34df1d15603ac5a56d
attacker,val,pug,pug_19.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_19.jpg,attacker/val/pug/pug_19.jpg,500,370,110983,09d11041e54444f9397cf1edd5b028850ff7f92bb9401505c543319625058b6e
attacker,val,pug,pug_196.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_196.jpg,attacker/val/pug/pug_196.jpg,225,300,10585,eff50d89c41062392bb85d416940142bf65698ff87329c50eb23d44bbdac507f
attacker,val,pug,pug_37.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_37.jpg,attacker/val/pug/pug_37.jpg,500,333,91855,659be1d819d5f79d3f1ac59a577d62adc3f4f69967dfb5bc73e3ccaefe19d526
attacker,val,pug,pug_4.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_4.jpg,attacker/val/pug/pug_4.jpg,333,500,97816,150d28d40905d7fd9e2e385814f8d34bc98d12b532887903e863b3cbc1935a35
attacker,val,pug,pug_61.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_61.jpg,attacker/val/pug/pug_61.jpg,500,350,94727,fd85093667700513b519a5c490ab94717371d9ee116aec1119840d08ccfbb576
attacker,val,pug,pug_98.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_98.jpg,attacker/val/pug/pug_98.jpg,500,332,125457,214a62c7cc3740512282d966eb7ede79b13eb55467432231317429f29c707a2e
attacker,val,samoyed,samoyed_10.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/samoyed_10.jpg,attacker/val/samoyed/samoyed_10.jpg,500,357,175044,228d52d92a9a28256394a270a8f52a6ac78681cfd6f5a2bb7c6cc53a1dfc4dc3
attacker,val,samoyed,samoyed_11.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/samoyed_11.jpg,attacker/val/samoyed/samoyed_11.jpg,325,500,126998,0091d8060bc5460c57de0308ed666a79487f94c83475ec61438b68c380e08913
attacker,val,samoyed,samoyed_126.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/samoyed_126.jpg,attacker/val/samoyed/samoyed_126.jpg,500,333,79206,5f2ef2c5017a72cf5655b31a75fbea2b2cdbf99790a1705e97b42a4574c7501f
attacker,val,samoyed,samoyed_134.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/samoyed_134.jpg,attacker/val/samoyed/samoyed_134.jpg,375,500,149014,d5e2beaab8a114fa88b442289e448e8186b3e1dc9d141efaa6d6f70b9d454eda
attacker,val,samoyed,samoyed_137.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/samoyed_137.jpg,attacker/val/samoyed/samoyed_137.jpg,375,500,157484,67357cc3487b3e7c80be2d1d37a211bca131ee14bf39df8e8f2408491b3aa734
attacker,val,samoyed,samoyed_140.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/samoyed_140.jpg,attacker/val/samoyed/samoyed_140.jpg,500,375,182048,73e97788c0801a12da235a45df8bbd52f03be58398a9a1458094ab4e0e5fa11e
attacker,val,samoyed,samoyed_152.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/samoyed_152.jpg,attacker/val/samoyed/samoyed_152.jpg,334,500,110259,bdd1caa4aba6d926fe2f405dd2906697570cc75f3326a40cd224a613b84ab647
attacker,val,samoyed,samoyed_181.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/samoyed_181.jpg,attacker/val/samoyed/samoyed_181.jpg,500,334,110501,2542a7f130465c95a772705f49b038f21c0ebc138685baa2533abccc8ca6277f
attacker,val,samoyed,samoyed_55.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/samoyed_55.jpg,attacker/val/samoyed/samoyed_55.jpg,500,333,85179,7c544d8254ef6e89794d129afdd0c686df4b322068252ae37fb2d6e903776001
attacker,val,samoyed,samoyed_60.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/samoyed_60.jpg,attacker/val/samoyed/samoyed_60.jpg,375,500,119663,92caf9474cb987c9b363c9a3b057e27e1275c5911a92e4c0353021eeba3028f3
attacker,val,siamese,Siamese_100.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Siamese_100.jpg,attacker/val/siamese/Siamese_100.jpg,500,375,85167,8e5fc1770169972cd74e0ec186bd553ec749f49e0877a00c2cff8c65bf599dfb
attacker,val,siamese,Siamese_108.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Siamese_108.jpg,attacker/val/siamese/Siamese_108.jpg,500,378,93223,3e5a739cdbb9da6fc185d7ac5f10a7815ed4a3659801af2220b71271b099aa9d
attacker,val,siamese,Siamese_113.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Siamese_113.jpg,attacker/val/siamese/Siamese_113.jpg,500,375,139188,c76a2b85e3a1e130c225a2b25b6e63db5e7c239afccb147048d7321627abfdf6
attacker,val,siamese,Siamese_149.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Siamese_149.jpg,attacker/val/siamese/Siamese_149.jpg,500,333,117016,3c081d2e3c51dfce3c7b8f319c6f0fc832d9f07e2c08892f5e60797c8c8c7120
attacker,val,siamese,Siamese_182.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Siamese_182.jpg,attacker/val/siamese/Siamese_182.jpg,500,350,66848,94ad79a12d57f5f4f7988303db74a89c4c1e207817e73a0da1c4fd50cd19b7d8
attacker,val,siamese,Siamese_201.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Siamese_201.jpg,attacker/val/siamese/Siamese_201.jpg,235,270,35675,dadab0c3b74a56faf99f308a14d77f6b43de40f2ae14acdf48b931318aff25b9
attacker,val,siamese,Siamese_206.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Siamese_206.jpg,attacker/val/siamese/Siamese_206.jpg,375,500,151653,4a8d00b53df8d48cb66646cc8d7de86ee431b8dacfc860b3284c113b26c077a7
attacker,val,siamese,Siamese_228.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Siamese_228.jpg,attacker/val/siamese/Siamese_228.jpg,257,300,9011,5a9d36de01f793f24ad335988313c8bfa7061818383e47b64a831094855d497c
attacker,val,siamese,Siamese_46.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Siamese_46.jpg,attacker/val/siamese/Siamese_46.jpg,335,500,99917,64ccb40533770cf257aedc3425472af756497c7b0e99adf4d69d19cc21cd7bfc
attacker,val,siamese,Siamese_67.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Siamese_67.jpg,attacker/val/siamese/Siamese_67.jpg,325,500,92270,a3ee899aa61f7ca75ef23da7edc58a50d1ab459dc950036d127f319922fadbc8
pretrain,train,beagle,beagle_1.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_1.jpg,pretrain/train/beagle/beagle_1.jpg,500,400,90130,a373c9de30436753aeb1fb8c920754cdec57e48d71b4e460515a3853faca281c
pretrain,train,beagle,beagle_10.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_10.jpg,pretrain/train/beagle/beagle_10.jpg,500,334,87839,e62a947726d309e2d042c441ec3265644f0f124bc9a4cd84363d592a8a49a7cc
pretrain,train,beagle,beagle_109.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_109.jpg,pretrain/train/beagle/beagle_109.jpg,500,329,83307,9c67ff9e07a4b2aff4d9eef1941038640e4d697847539158f826b41fbccf8abb
pretrain,train,beagle,beagle_111.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_111.jpg,pretrain/train/beagle/beagle_111.jpg,500,333,57946,293f6082d5633f7ec423f796ac047d5a408e974a07a159564b6e504ad1110aa0
pretrain,train,beagle,beagle_119.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_119.jpg,pretrain/train/beagle/beagle_119.jpg,456,500,98107,8febaa7fb4acc63ecb2a029b528bcae89179115ac3447949f323e8110cf0b707
pretrain,train,beagle,beagle_122.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_122.jpg,pretrain/train/beagle/beagle_122.jpg,500,333,111803,ea4c4dcc666caa676602922bcfdd60fc6e489b871bcc8394c031213d526fde08
pretrain,train,beagle,beagle_125.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_125.jpg,pretrain/train/beagle/beagle_125.jpg,500,333,175990,ef68567e4d68bd21ae2dfdae99a1f58d6b715bc187f82697027f11b22c586bdb
pretrain,train,beagle,beagle_13.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_13.jpg,pretrain/train/beagle/beagle_13.jpg,500,375,92553,8bff423a43eece55a0bf4f6b3c5debc2c275ff5258f8690d92f3a6f1f1dfff4e
pretrain,train,beagle,beagle_137.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_137.jpg,pretrain/train/beagle/beagle_137.jpg,500,375,77637,e0b444eb1491defcdb00f3eb5d42f5ee1ab5c4ab15e0d921b203c2fa51c09b2a
pretrain,train,beagle,beagle_140.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_140.jpg,pretrain/train/beagle/beagle_140.jpg,500,375,106555,beed987c57ebfd06fb94ea94110e73d35797a77e348118205e3b126edeb19c1a
pretrain,train,beagle,beagle_150.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_150.jpg,pretrain/train/beagle/beagle_150.jpg,500,361,101539,e7e2c03176df6561469bbd9d750bf9e07d48fd557c3859c27f489a5c89959e88
pretrain,train,beagle,beagle_153.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_153.jpg,pretrain/train/beagle/beagle_153.jpg,500,378,125094,26731a4da70b96afed04d5c69a4556fe439add6bb12c9e2dfde02a70415c3f3f
pretrain,train,beagle,beagle_154.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_154.jpg,pretrain/train/beagle/beagle_154.jpg,332,500,119738,301e843443e2b311bb4f74107340eeed142ea067a5c4892ef8baeea3ee061e54
pretrain,train,beagle,beagle_158.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_158.jpg,pretrain/train/beagle/beagle_158.jpg,500,375,243402,b004e5a3c2da4a37257c81b4062fd763c42c946808c120b364c374df42b1ba04
pretrain,train,beagle,beagle_163.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_163.jpg,pretrain/train/beagle/beagle_163.jpg,500,375,130411,4941a1b40a7096f53b182dcb3c267f4b1c0585f95d52ba9cfaca7cfddefb7fa5
pretrain,train,beagle,beagle_166.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_166.jpg,pretrain/train/beagle/beagle_166.jpg,500,375,127763,51c1279b7127311e46bd4a10a708b6a6ee96f4f8b75638dea0e7b004346c9632
pretrain,train,beagle,beagle_169.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_169.jpg,pretrain/train/beagle/beagle_169.jpg,500,375,160159,62129b3072c3f093a2080ab03a44da09b021d061531fc1bd411836294638671f
pretrain,train,beagle,beagle_170.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_170.jpg,pretrain/train/beagle/beagle_170.jpg,500,375,166711,3fdc26ff1d328e28949ba028d5eff7627ad413c2eab3a246fd5eed6cecf8bd62
pretrain,train,beagle,beagle_175.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_175.jpg,pretrain/train/beagle/beagle_175.jpg,500,375,119408,aeec7b53893a20f4d3e4502d09e9890d1d860056af7dd6e9fa0901be97837494
pretrain,train,beagle,beagle_178.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_178.jpg,pretrain/train/beagle/beagle_178.jpg,500,375,91866,d0a9c884f09391588125bce5c21c6f6780c8c169de7f780cb308c7d226b9f3c6
pretrain,train,beagle,beagle_180.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_180.jpg,pretrain/train/beagle/beagle_180.jpg,500,333,70911,8e1b3e31faed868c418018049cc18836caf280c41bb2892d32fe647abcfc4899
pretrain,train,beagle,beagle_185.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_185.jpg,pretrain/train/beagle/beagle_185.jpg,334,500,77739,0c76fec1cbe388abe783eabe9e8a477138a977e6af71190c91a129ac804e2b8b
pretrain,train,beagle,beagle_187.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_187.jpg,pretrain/train/beagle/beagle_187.jpg,334,500,61984,dc5598f98077a6cae776b2f9f8f6c933cc812e6b70d26c730393b41ac11f3c7e
pretrain,train,beagle,beagle_191.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_191.jpg,pretrain/train/beagle/beagle_191.jpg,333,500,71369,251f51b389cf1c91c0fdf923cd391f0157e3bf3d5a0937332fbaeb1f39adbe57
pretrain,train,beagle,beagle_2.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_2.jpg,pretrain/train/beagle/beagle_2.jpg,500,332,131127,fcc06ece27a2f4815aec6ea990bc2eb929f24e639cb9460be1f300d8aa8e3baf
pretrain,train,beagle,beagle_200.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_200.jpg,pretrain/train/beagle/beagle_200.jpg,500,333,85363,c75f6fd2057e881f35a823ed2fcc20834b960679efe2c812220b32d4e05e6ebb
pretrain,train,beagle,beagle_22.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_22.jpg,pretrain/train/beagle/beagle_22.jpg,500,335,85557,add622088c951f3a8db801028c7918960fb1ad432cb582a669cf5fd978c9309c
pretrain,train,beagle,beagle_23.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_23.jpg,pretrain/train/beagle/beagle_23.jpg,500,335,105864,bda9ff9f33062013a53a6971466b6896dda8637732e725587f04e32918b22970
pretrain,train,beagle,beagle_29.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_29.jpg,pretrain/train/beagle/beagle_29.jpg,500,331,88956,642aaac1a4d0d63af63feabe8f16b5e12a5532ec32d0c6f1e54c92f98c65cb91
pretrain,train,beagle,beagle_3.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_3.jpg,pretrain/train/beagle/beagle_3.jpg,500,335,87728,cd4099f6271264cc040662ee68b7b55094912a01d5467f59b009029d628d647b
pretrain,train,beagle,beagle_31.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_31.jpg,pretrain/train/beagle/beagle_31.jpg,500,449,218517,9c1215304460b0de4842b30fb73c0ce81661ef45221cbb6dac1863b2f8d9d5c2
pretrain,train,beagle,beagle_32.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_32.jpg,pretrain/train/beagle/beagle_32.jpg,500,333,72017,8b2c4c65f4b6c6d14ba2574220e782947d556af790f2733d9da536b75d1fe66c
pretrain,train,beagle,beagle_37.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_37.jpg,pretrain/train/beagle/beagle_37.jpg,408,500,185434,449c788f9fadaced72e0293a3b58b3ac902c0309e04f58afff2cf19b1447691c
pretrain,train,beagle,beagle_40.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_40.jpg,pretrain/train/beagle/beagle_40.jpg,500,375,169218,16e3f42eb6bed13fe29a81e2738c73c3f38e71583b82d747c5ec76d57c8a2b0d
pretrain,train,beagle,beagle_41.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_41.jpg,pretrain/train/beagle/beagle_41.jpg,500,333,92713,67b2ddedc9473d44f3707b75b58b0dc60cf23b1816aa571682e486037e87b128
pretrain,train,beagle,beagle_42.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_42.jpg,pretrain/train/beagle/beagle_42.jpg,500,400,191170,001bffb65b7e6a6f9dc625923f5cfccf2d33b8fd2db9360813641dcdc92f4651
pretrain,train,beagle,beagle_48.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_48.jpg,pretrain/train/beagle/beagle_48.jpg,500,365,180508,c3524b96b6e5949a6cd5321d3386a1f624657a45ade45faea2a1a906bbbfb7e8
pretrain,train,beagle,beagle_55.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_55.jpg,pretrain/train/beagle/beagle_55.jpg,335,500,159152,56549aecc23a7a0f25a86fbb99770b8825392a0c5b660a076b274c37332a32e1
pretrain,train,beagle,beagle_6.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_6.jpg,pretrain/train/beagle/beagle_6.jpg,500,385,264727,86facc8b668882ae2bc4fda5254ba6e174ddcbc13a4a80bea26d729ed2e3c30a
pretrain,train,beagle,beagle_62.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_62.jpg,pretrain/train/beagle/beagle_62.jpg,500,334,110287,dcc35c261d170ddd58970788bed01232c892c8996aec075ab2628c212d8a2700
pretrain,train,beagle,beagle_63.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_63.jpg,pretrain/train/beagle/beagle_63.jpg,500,375,108153,15fff1e75593ebbbfbf1ec25cb024d5ecda8bee835884f559063f638d173c496
pretrain,train,beagle,beagle_65.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_65.jpg,pretrain/train/beagle/beagle_65.jpg,500,333,59677,dfaf584220095cc14c64460c9ecef7c6150717985de9677eeb0ff93de64cf82b
pretrain,train,beagle,beagle_67.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_67.jpg,pretrain/train/beagle/beagle_67.jpg,500,375,183081,e9cae4a5269200f573a3de9787e55b13012a4338a62210ce66e84e07eaf9e1a8
pretrain,train,beagle,beagle_68.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_68.jpg,pretrain/train/beagle/beagle_68.jpg,500,500,133915,9b7fd5c38282d20131f57fed0b427e58629527a7ec6d9b2d465fca21929542b6
pretrain,train,beagle,beagle_69.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_69.jpg,pretrain/train/beagle/beagle_69.jpg,500,249,54352,11ca082ae951ce3930d25ab905d2ea99c40baf0e5f900e126053e1749828a55a
pretrain,train,beagle,beagle_77.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_77.jpg,pretrain/train/beagle/beagle_77.jpg,500,334,160465,12875a2f89fc479b9844df287286a5cc82731268cb76e5cfdd26445d8fa02a03
pretrain,train,beagle,beagle_9.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_9.jpg,pretrain/train/beagle/beagle_9.jpg,357,500,98010,ab08500f1d67434382fe77f5f924c6125d4c648b119dd5c5e3233c82af6380e8
pretrain,train,beagle,beagle_90.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_90.jpg,pretrain/train/beagle/beagle_90.jpg,335,500,80066,aa20b75c6bce17abd298041f711c61cae0eb387ea89b588fef4f418ab287c4f0
pretrain,train,beagle,beagle_93.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_93.jpg,pretrain/train/beagle/beagle_93.jpg,500,333,84632,857294430436f926555ae41981910197f3f267851ff2a76464649fc75daaf03f
pretrain,train,beagle,beagle_99.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_99.jpg,pretrain/train/beagle/beagle_99.jpg,375,500,184553,e9b8f2590604f913c653accd9f3b51c93c93ab16f371f014da418959cc19499e
pretrain,train,bengal,Bengal_100.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_100.jpg,pretrain/train/bengal/Bengal_100.jpg,500,333,126696,ac43a059d79fb5bd5c853783b26ff624106a1c0d61a91c286e084b1926c393a0
pretrain,train,bengal,Bengal_102.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_102.jpg,pretrain/train/bengal/Bengal_102.jpg,334,500,105463,226936012f79da76f347217a9274905349acf2de90aa4107bef09b21aca73284
pretrain,train,bengal,Bengal_112.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_112.jpg,pretrain/train/bengal/Bengal_112.jpg,500,436,119236,631283b48596811d899441eb7765cc9c2e5007ae400362e3e590361492802b9c
